Direct Mapping to MailAddressText column in DimEmployee table coming from SA&DP Common source,ok,,,
Hardcoded to 0 as ASDCAP source is retired,ok,,,
Direct Mapping to ManagerEmail column in DimEmployee table coming from SA&DP Common source,ok,,,
Direct Mapping to ManagerID column in DimEmployee table coming from SA&DP Common source,ok,,,
Direct Mapping to ManagerPersonnelNumber column in DimEmployee table coming from SA&DP Common source,ok,,,
Direct Mapping to MiddleName column in DimEmployee table coming from SA&DP Common source - Union - Direct Mapping to MiddleName column in SystemUser table coming from Dynamics source,ok,,,
Direct Mapping to NativeCSSCreatedDatetime column in DimEmployee table coming from SA&DP Common source,ok,,,
Direct Mapping to NativeCSSLastUpdatedDatetime column in DimEmployee table coming from SA&DP Common source,ok,,,
Direct Mapping to NativeEmployeeID column in DimEmployee table coming from SA&DP Common source,ok,,,
Direct Mapping to NativeEmployeeKey column in DimEmployee table coming from SA&DP Common source,ok,,,
Direct Mapping to NativeMSaaSRole column in DimEmployee table coming from SA&DP Common source,ok,,,
Direct Mapping to NativeVendorSiteId column in DimEmployee table coming from SA&DP Common source,ok,,,
Direct Mapping to PersonnelNumber column in DimEmployee table coming from SA&DP Common source,ok,,,
Direct Mapping to PersonStatus column in DimEmployee table coming from SA&DP Common source,ok,,,
Direct Mapping to PreferredFirstName column in DimEmployee table coming from SA&DP Common source,ok,,,
Direct Mapping to Profession column in DimEmployee table coming from SA&DP Common source,ok,,,
Hardcoded to 0 as ASDCAP source is retired,ok,,,
Hardcoded to 0 as ASDCAP source is retired,ok,,,
Derived by applying decode logic on SupplierName column in SupplierName table coming from Rave source. Logic: Extract characters after '-' in column SupplierName - Union - Derived by applying decode logic on VendorSiteCode column in Systemuser table coming from Dynamics source. Logic: join data with DimVendorSite table based on VendorSiteCode and extract Site column,ok,,,
Derived by applying decode logic on VendorSiteCode column in Systemuser table coming from Dynamics source. Logic: join data with DimVendorSite table based on VendorSiteCode and extract SiteCode column,ok,,,
Direct Mapping to LastUpdatedTime column in RavePartnerInfo table coming from Rave source - Union - Direct Mapping to modifiedon column in SystemUser table coming from Dynamics source,ok,,,
Direct Mapping to StaffingResourceTypeKey column in DimEmployee table coming from SA&DP Common source,ok,,,
Direct Mapping to StandardTitle column in DimEmployee table coming from SA&DP Common source,ok,,,
Hardcoded to 0 as ASDCAP source is retired,ok,,,
Hardcoded to 0 as ASDCAP source is retired,ok,,,
Hardcoded to 0 as ASDCAP source is retired,ok,,,
Hardcoded to 0 as ASDCAP source is retired,ok,,,
Direct Mapping to UPNAddressText column in DimEmployee table coming from SA&DP Common source,ok,,,
Direct Mapping to Email column in RavePartnerInfo table coming from Rave source - Union - Direct Mapping to AgentAlias column in GenesysInboundHolding table coming from Genesys source - Union - Direct Mapping to AgentAlias column in MessagingMonitoring table coming from LivePersonMessaging source - Union - Direct Mapping to internalemailaddress column in SystemUser table coming from Dynamics source,ok,,,
Hardcoded to 0 as ASDCAP source is retired,ok,,,
Hardcoded to 0 as ASDCAP source is retired,ok,,,
Hardcoded to 0 as ASDCAP source is retired,ok,,,
Derived by applying decode logic on SupplierName column in SupplierName table coming from Rave source. Logic: Extract characters before '-' in column SupplierName - Union - Derived by applying decode logic on VendorSiteCode column in Systemuser table coming from Dynamics source. Logic: join data with DimVendorSite table based on VendorSiteCode and extract Vendor column,ok,,,
Derived by applying decode logic on VendorSiteCode column in Systemuser table coming from Dynamics source. Logic: join data with DimVendorSite table based on VendorSiteCode and extract VendorCode column,ok,,,
Direct Mapping to VendorSiteCode column in SystemUser table coming from Dynamics source,ok,,,
"This table contains details of Employees in DimEmployee table coming from SA&DP Common source, in RavePartnerInfo table coming from Rave source,in GenesysInboundHolding table coming from Genesys source, in MessagingMonitoring table coming from LivePersonMessaging source, in SystemUser table coming from Dynamics source. Grain: EmployeeID,EmployeeEmail",ok,,,
END B9,,,,
TechnicalDescription,L1 Review Comment,L2 Review Comment,Review Comment L3,
Fact table that contains Surface Devices coming from FactSupportServiceRequest table in SA&DP Commercial source. Data filtered from Commercial source using below filters (commercialproductlevel1name='wdg' and CommercialProductLevel2Name='hardware') or (PesProductName like '%hololens%' or PesProductName 'azure kinect dev kit'),,,,
This is a reference key to DimSupportLanguage table to get more details about Language. This Key is Populated by joining  DimSupportLanguage table  with WorkSRSurfaceCommercial entity based on SupportLanguagename column.,ok,,,
"This is a reference key to DimDate table to get more details about Incident ClosedDatetime in PT .This key is populatied by joining dim date table  with WorkSRSurfaceCommercial entity based on CalendarDate,CreatedDateTimePT columns.",ok,,,
"This is a reference key to DimDate table to get more details about Incident ClosedDatetime in UTC. Logic:  This key is populatied by joining Dim Date table is with WorkSRSurfaceCommercial Entity based on CalendarDate,ClosedDateTime columns. ",ok,,,
Direct Mapping to  ServiceRequestTitle column coming from DimSupportServiceRequest Entity from commercial source.,ok,,,
Direct Mapping to FunctionHierarchyKey column in FactSupportServiceRequest table coming from SA&DP Commercial source,ok,,,
Direct Mapping to NativeServiceRequestID column in FactSupportServiceRequest table coming from SA&DP Commercial source,ok,,,
Hardcoded to Unspecified as it is retired in MSSolve source,ok,,,
Direct Mapping to CurrentCauseSupportTopicKey column in FactSupportServiceRequest table coming from SA&DP Commercial source,ok,,,
"This is a reference key to DimDataSource table to get more details about Source .This key is populated by joining  DimDataSource table with FactSupportServiceRequest Table based on  DataSourceIDDDS,DataSourceKey columns.",ok,,,
Direct Mapping to ServiceRequestAttributeKey column in FactSupportServiceRequest table coming from SA&DP Commercial source,ok,,,
"Hardcoded to 0 , becasue Tenant is assoicated commerial not a consumer construct.",ok,,,
Direct Mapping to PESProductKey column in FactSupportServiceRequest table coming from SA&DP Commercial source,ok,,,
Direct Mapping to CTS_TMPI column in FactSupportServiceRequest table coming from SA&DP Commercial source.,ok,,,
Direct Mapping to GlobalContractKey column in FactSupportServiceRequest table coming from SA&DP Commercial source,ok,,,
Hardcoded to 0 as Not related to consumer,ok,,,
Direct Mapping to PartnerCustomerName column in FactSupportServiceRequest table coming from SA&DP Commercial source,ok,,,
This is a reference key to DimDataSource table to get more details about Source .Derived from OriginatedDataSourceName column from SA&DP Commercial Source.,ok,,,
Direct Mapping to IsRepair column in DimSupportServiceRequest table coming from SA&DP Commercial source.,ok,,,
"This is a reference key to DimTime table to get more details about Incident ClosedDatetime in UTC. This key is populated by joining DimTime table  with WorkSRSurfaceCommercial Table based onTime, ClosedDateTime  columns.",ok,,,
Timestamp in UTC at which record is updated by ETL process in UDP,ok,,,
This is a reference key to DimServiceOffering table. This key is populated by joining DimServiceOffering table with  FactSupportServiceRequest table coming from SA&DP Commercial source,ok,,,
Timestamp in UTC at which record is inserted by ETL process in UDP,ok,,,
Direct Mapping to MinutesToInitialResponse column in FactSupportServiceRequest table coming from SA&DP Commercial source,ok,,,
"Hardcoded to Unspecified, Not available for commerical Surface",ok,,,
"This is a reference key to DimTime table to get more details about Incident ClosedDatetime in PT.    This key is populated by joiningDimTime table  with WorkSRSurfaceCommercial Table based on Time, ClosedDateTime  columns.",ok,,,
This is a reference column to ServiceRequestModality column coming from  DimSupportServiceRequest Entity.  Logic: DimSupportServiceRequest Entity is joined with FactSupportServiceRequest based on ServiceRequestKey column  from SA&DP Commercial source.,ok,,,
This is a Indirect mapping to CustomerGeographyKey column from DimGeography table coming from SA&DP Commercial Source,ok,,,
"This is a reference key to DimDate table to get more details about Incident CreatedDatetime in PT. This Key is populated by joining DimDate table with Factsupportservicerequest entity based on CalendarDate, CreatedDateTime columns.",ok,,,
Direct Mapping to CurrentSymptomSupportTopicKey column in FactSupportServiceRequest table coming from SA&DP Commercial source,ok,,,
Direct Mapping to TMPI column in FactSupportServiceRequest table coming from SA&DP Commercial source,ok,,,
This is a reference key to DimSupportAreaPath table. Direct mapping to SupportAreaPathKey column in FactSupportServiceRequest table coming from SA&DP Commercial source,ok,,,
"Hardcoded to Unspecified, Not available for commerical Surface",ok,,,
Direct Mapping to GBSTMPI column in FactSupportServiceRequest table coming from SA&DP Commercial source,ok,,,
This is a Direct mapping to CurrentOwnerEmployeeKey column in FactSupportServiceRequest table coming from SA&DP Commercial source,ok,,,
"Hardcoded to Unspecified, Not available for commerical Surface",ok,,,
Direct Mapping to ServiceRequestNumber column in FactSupportServiceRequest table coming from SA&DP Commercial source,ok,,,
Direct Mapping to DaysToClose column in FactSupportServiceRequest table coming from SA&DP Commercial source,ok,,,
"Hardcoded to Unspecified, Not available for commerical Surface",ok,,,
Direct Mapping to BusinessCustomerName column in FactSupportServiceRequest table coming from SA&DP Commercial source,ok,,,
"This is a reference key to DimTime table to get more details about Incident CreatedDatetime in PT. This key is populated by joining  DimSupportServiceRequest table coming from SA&DP Commercial source with DimTime table  based on CreatedTime,Time columns.",ok,,,
